position,mlu,style,tempo,performer,division,division_follower,division_bigram,pattern,follower,bigram
2,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,4,[2|4],11,1,[11|0001]
3,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,4,[4|4],1,1101,[0001|1101]
4,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,4,[4|4],1101,1,[1101|0001]
5,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,5,[4|5],1,1111,[0001|01111]
6,lick,HARDBOP,MEDIUM,Freddie Hubbard,5,4,[5|4],1111,1100,[01111|1100]
7,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,2,[4|2],1100,11,[1100|11]
8,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,2,[2|2],1,11,[01|11]
2,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,4,[2|4],11,1,[11|0001]
3,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,2,[4|2],1,11,[0001|11]
4,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,2,[2|2],11,1,[11|01]
5,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,2,[2|2],1,11,[01|11]
6,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,6,[2|6],11,11,[11|000011]
7,lick,HARDBOP,MEDIUM,Freddie Hubbard,6,2,[6|2],11,11,[000011|11]
8,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,6,[2|6],11,11,[11|000011]
9,lick,HARDBOP,MEDIUM,Freddie Hubbard,6,2,[6|2],11,11,[000011|11]
10,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,6,[2|6],11,10001,[11|010001]
11,lick,HARDBOP,MEDIUM,Freddie Hubbard,6,1,[6|1],10001,1,[010001|1]
12,lick,HARDBOP,MEDIUM,Freddie Hubbard,1,4,[1|4],1,1001,[1|1001]
13,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,0,[4|0],1001,0,[1001|0]
1,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,2,[4|2],1,11,[0001|11]
2,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
3,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
4,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,4,[2|4],11,11,[11|0011]
5,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,2,[4|2],11,11,[0011|11]
6,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,4,[4|4],11,1101,[0011|1101]
2,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,4,[4|4],1101,1,[1101|0001]
3,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,1,[4|1],1,1,[0001|1]
4,lick,HARDBOP,MEDIUM,Freddie Hubbard,1,2,[1|2],1,1,[1|01]
5,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,3,[2|3],1,111,[01|111]
6,lick,HARDBOP,MEDIUM,Freddie Hubbard,3,4,[3|4],111,1,[111|0001]
7,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,6,[4|6],1,1101,[0001|001101]
8,lick,HARDBOP,MEDIUM,Freddie Hubbard,6,4,[6|4],1101,111,[001101|0111]
9,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,1,[4|1],111,1,[0111|1]
10,lick,HARDBOP,MEDIUM,Freddie Hubbard,1,4,[1|4],1,11,[1|0011]
11,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,1,[4|1],11,1,[0011|1]
12,lick,HARDBOP,MEDIUM,Freddie Hubbard,1,0,[1|0],1,0,[1|0]
1,line,HARDBOP,MEDIUM,Freddie Hubbard,4,5,[4|5],111,11111,[0111|11111]
2,line,HARDBOP,MEDIUM,Freddie Hubbard,5,8,[5|8],11111,1010101,[11111|01010101]
3,line,HARDBOP,MEDIUM,Freddie Hubbard,8,2,[8|2],1010101,11,[01010101|11]
4,line,HARDBOP,MEDIUM,Freddie Hubbard,2,3,[2|3],11,111,[11|111]
5,line,HARDBOP,MEDIUM,Freddie Hubbard,3,4,[3|4],111,1011,[111|1011]
6,line,HARDBOP,MEDIUM,Freddie Hubbard,4,4,[4|4],1011,1011,[1011|1011]
7,line,HARDBOP,MEDIUM,Freddie Hubbard,4,4,[4|4],1011,1111,[1011|1111]
8,line,HARDBOP,MEDIUM,Freddie Hubbard,4,3,[4|3],1111,111,[1111|111]
9,line,HARDBOP,MEDIUM,Freddie Hubbard,3,5,[3|5],111,1111,[111|01111]
10,line,HARDBOP,MEDIUM,Freddie Hubbard,5,4,[5|4],1111,1111,[01111|1111]
11,line,HARDBOP,MEDIUM,Freddie Hubbard,4,4,[4|4],1111,1111,[1111|1111]
12,line,HARDBOP,MEDIUM,Freddie Hubbard,4,4,[4|4],1111,111,[1111|0111]
13,line,HARDBOP,MEDIUM,Freddie Hubbard,4,5,[4|5],111,11111,[0111|11111]
14,line,HARDBOP,MEDIUM,Freddie Hubbard,5,4,[5|4],11111,1111,[11111|1111]
15,line,HARDBOP,MEDIUM,Freddie Hubbard,4,4,[4|4],1111,1111,[1111|1111]
16,line,HARDBOP,MEDIUM,Freddie Hubbard,4,6,[4|6],1111,101111,[1111|101111]
17,line,HARDBOP,MEDIUM,Freddie Hubbard,6,2,[6|2],101111,11,[101111|11]
18,line,HARDBOP,MEDIUM,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,line,HARDBOP,MEDIUM,Freddie Hubbard,3,4,[3|4],11,1111,[011|1111]
2,line,HARDBOP,MEDIUM,Freddie Hubbard,4,4,[4|4],1111,1111,[1111|1111]
3,line,HARDBOP,MEDIUM,Freddie Hubbard,4,6,[4|6],1111,101011,[1111|101011]
4,line,HARDBOP,MEDIUM,Freddie Hubbard,6,2,[6|2],101011,11,[101011|11]
5,line,HARDBOP,MEDIUM,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,line,HARDBOP,MEDIUM,Freddie Hubbard,4,6,[4|6],1110,101,[1110|000101]
2,line,HARDBOP,MEDIUM,Freddie Hubbard,6,2,[6|2],101,1,[000101|01]
3,line,HARDBOP,MEDIUM,Freddie Hubbard,2,4,[2|4],1,1,[01|0001]
4,line,HARDBOP,MEDIUM,Freddie Hubbard,4,2,[4|2],1,11,[0001|11]
5,line,HARDBOP,MEDIUM,Freddie Hubbard,2,5,[2|5],11,1111,[11|01111]
6,line,HARDBOP,MEDIUM,Freddie Hubbard,5,1,[5|1],1111,1,[01111|1]
7,line,HARDBOP,MEDIUM,Freddie Hubbard,1,6,[1|6],1,110111,[1|110111]
8,line,HARDBOP,MEDIUM,Freddie Hubbard,6,2,[6|2],110111,11,[110111|11]
9,line,HARDBOP,MEDIUM,Freddie Hubbard,2,6,[2|6],11,100011,[11|100011]
10,line,HARDBOP,MEDIUM,Freddie Hubbard,6,2,[6|2],100011,1,[100011|01]
11,line,HARDBOP,MEDIUM,Freddie Hubbard,2,2,[2|2],1,1,[01|01]
12,line,HARDBOP,MEDIUM,Freddie Hubbard,2,1,[2|1],1,1,[01|1]
13,line,HARDBOP,MEDIUM,Freddie Hubbard,1,1,[1|1],1,1,[1|1]
14,line,HARDBOP,MEDIUM,Freddie Hubbard,1,1,[1|1],1,1,[1|1]
15,line,HARDBOP,MEDIUM,Freddie Hubbard,1,1,[1|1],1,1,[1|1]
16,line,HARDBOP,MEDIUM,Freddie Hubbard,1,1,[1|1],1,1,[1|1]
17,line,HARDBOP,MEDIUM,Freddie Hubbard,1,1,[1|1],1,1,[1|1]
18,line,HARDBOP,MEDIUM,Freddie Hubbard,1,4,[1|4],1,111,[1|0111]
19,line,HARDBOP,MEDIUM,Freddie Hubbard,4,2,[4|2],111,11,[0111|11]
20,line,HARDBOP,MEDIUM,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,4,[2|4],1,1,[01|0001]
2,lick,HARDBOP,MEDIUM,Freddie Hubbard,4,2,[4|2],1,11,[0001|11]
3,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
4,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
5,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
6,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
7,lick,HARDBOP,MEDIUM,Freddie Hubbard,2,1,[2|1],11,1,[11|1]
8,lick,HARDBOP,MEDIUM,Freddie Hubbard,1,0,[1|0],1,0,[1|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,2,[4|2],11,1,[0011|01]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,3,[2|3],1,111,[01|111]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,3,4,[3|4],111,1001,[111|1001]
4,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,0,[4|0],1001,0,[1001|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,1,[11|01]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,1,[2|1],1,1,[01|1]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,4,[1|4],1,1001,[1|1001]
4,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,3,[4|3],1001,11,[1001|011]
5,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,3,4,[3|4],11,1001,[011|1001]
6,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,0,[4|0],1001,0,[1001|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],1,1,[01|01]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],1,11,[01|11]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
4,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
5,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
6,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,1,[2|1],11,1,[11|1]
7,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,2,[1|2],1,11,[1|11]
8,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],1,11,[01|11]
2,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,6,[2|6],11,10011,[11|010011]
3,line,POSTBOP,MEDIUM UP,Freddie Hubbard,6,2,[6|2],10011,11,[010011|11]
4,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
5,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
6,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,6,[2|6],11,111000,[11|111000]
7,line,POSTBOP,MEDIUM UP,Freddie Hubbard,6,4,[6|4],111000,1001,[111000|1001]
8,line,POSTBOP,MEDIUM UP,Freddie Hubbard,4,1,[4|1],1001,1,[1001|1]
9,line,POSTBOP,MEDIUM UP,Freddie Hubbard,1,2,[1|2],1,11,[1|11]
10,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],1,11,[01|11]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,4,[2|4],1,11,[01|0011]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,3,[4|3],11,110,[0011|110]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,3,0,[3|0],110,0,[110|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,4,[2|4],1,1001,[01|1001]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,0,[4|0],1001,0,[1001|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,2,[4|2],1,1,[0001|01]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],1,11,[01|11]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,3,[2|3],11,111,[11|111]
4,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,3,1,[3|1],111,1,[111|1]
5,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,0,[1|0],1,0,[1|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,3,2,[3|2],110,11,[110|11]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],1,11,[01|11]
2,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
3,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
4,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,4,[2|4],11,1101,[11|1101]
5,line,POSTBOP,MEDIUM UP,Freddie Hubbard,4,4,[4|4],1101,1110,[1101|1110]
6,line,POSTBOP,MEDIUM UP,Freddie Hubbard,4,0,[4|0],1110,0,[1110|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,6,[4|6],11,10101,[0011|010101]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,6,4,[6|4],10101,111,[010101|0111]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,2,[4|2],111,11,[0111|11]
4,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,1,[2|1],11,1,[11|1]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,4,[1|4],1,1001,[1|1001]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,1,[4|1],1001,1,[1001|1]
4,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,2,[1|2],1,11,[1|11]
5,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,4,[2|4],11,1001,[11|1001]
6,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,8,[4|8],1001,10000001,[1001|10000001]
7,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,8,0,[8|0],10000001,0,[10000001|0]
1,line,POSTBOP,MEDIUM UP,Freddie Hubbard,4,4,[4|4],11,11,[0011|0011]
2,line,POSTBOP,MEDIUM UP,Freddie Hubbard,4,2,[4|2],11,11,[0011|11]
3,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
4,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
5,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
6,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
7,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,1,[2|1],11,1,[11|1]
8,line,POSTBOP,MEDIUM UP,Freddie Hubbard,1,0,[1|0],1,0,[1|0]
1,line,POSTBOP,MEDIUM UP,Freddie Hubbard,6,3,[6|3],11,11,[000011|011]
2,line,POSTBOP,MEDIUM UP,Freddie Hubbard,3,2,[3|2],11,11,[011|11]
3,line,POSTBOP,MEDIUM UP,Freddie Hubbard,2,1,[2|1],11,1,[11|1]
4,line,POSTBOP,MEDIUM UP,Freddie Hubbard,1,0,[1|0],1,0,[1|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,6,2,[6|2],11,11,[000011|11]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
4,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,1,[2|1],11,1,[11|1]
5,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,4,[1|4],1,1,[1|0001]
6,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,0,[4|0],1,0,[0001|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,6,3,[6|3],11,111,[000011|111]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,3,3,[3|3],111,110,[111|110]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,3,0,[3|0],110,0,[110|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,6,4,[6|4],11,111,[000011|0111]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,3,[4|3],111,110,[0111|110]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,3,0,[3|0],110,0,[110|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,3,4,[3|4],111,1111,[111|1111]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,0,[4|0],1111,0,[1111|0]
1,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,6,4,[6|4],11,1,[000011|0001]
2,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,4,2,[4|2],1,11,[0001|11]
3,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,1,[2|1],11,1,[11|1]
4,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,1,[1|1],1,1,[1|1]
5,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,1,[1|1],1,1,[1|1]
6,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,1,[1|1],1,1,[1|1]
7,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,2,[1|2],1,11,[1|11]
8,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,1,[2|1],11,1,[11|1]
9,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,2,[1|2],1,11,[1|11]
10,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,2,1,[2|1],11,1,[11|1]
11,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,1,[1|1],1,1,[1|1]
12,lick,POSTBOP,MEDIUM UP,Freddie Hubbard,1,0,[1|0],1,0,[1|0]
1,lick,POSTBOP,MEDIUM,George Coleman,8,2,[8|2],10011,1,[00010011|01]
2,lick,POSTBOP,MEDIUM,George Coleman,2,1,[2|1],1,1,[01|1]
3,lick,POSTBOP,MEDIUM,George Coleman,1,0,[1|0],1,0,[1|0]
1,lick,POSTBOP,MEDIUM,George Coleman,4,2,[4|2],11,11,[0011|11]
2,lick,POSTBOP,MEDIUM,George Coleman,2,0,[2|0],11,0,[11|0]
1,line,POSTBOP,MEDIUM,George Coleman,5,6,[5|6],11111,111101,[11111|111101]
2,line,POSTBOP,MEDIUM,George Coleman,6,3,[6|3],111101,111,[111101|111]
3,line,POSTBOP,MEDIUM,George Coleman,3,4,[3|4],111,1110,[111|1110]
4,line,POSTBOP,MEDIUM,George Coleman,4,0,[4|0],1110,0,[1110|0]
1,line,POSTBOP,MEDIUM,George Coleman,8,4,[8|4],1011101,1111,[01011101|1111]
2,line,POSTBOP,MEDIUM,George Coleman,4,4,[4|4],1111,1111,[1111|1111]
3,line,POSTBOP,MEDIUM,George Coleman,4,4,[4|4],1111,1111,[1111|1111]
4,line,POSTBOP,MEDIUM,George Coleman,4,4,[4|4],1111,1111,[1111|1111]
5,line,POSTBOP,MEDIUM,George Coleman,4,4,[4|4],1111,1111,[1111|1111]
6,line,POSTBOP,MEDIUM,George Coleman,4,3,[4|3],1111,111,[1111|111]
7,line,POSTBOP,MEDIUM,George Coleman,3,8,[3|8],111,10101011,[111|10101011]
8,line,POSTBOP,MEDIUM,George Coleman,8,8,[8|8],10101011,101011,[10101011|00101011]
9,line,POSTBOP,MEDIUM,George Coleman,8,2,[8|2],101011,1,[00101011|01]
10,line,POSTBOP,MEDIUM,George Coleman,2,4,[2|4],1,1001,[01|1001]
11,line,POSTBOP,MEDIUM,George Coleman,4,4,[4|4],1001,1111,[1001|1111]
12,line,POSTBOP,MEDIUM,George Coleman,4,6,[4|6],1111,101111,[1111|101111]
13,line,POSTBOP,MEDIUM,George Coleman,6,6,[6|6],101111,11,[101111|000011]
14,line,POSTBOP,MEDIUM,George Coleman,6,0,[6|0],11,0,[000011|0]
1,line,POSTBOP,MEDIUM,George Coleman,4,6,[4|6],1111,101011,[1111|101011]
2,line,POSTBOP,MEDIUM,George Coleman,6,4,[6|4],101011,1111,[101011|1111]
3,line,POSTBOP,MEDIUM,George Coleman,4,4,[4|4],1111,1111,[1111|1111]
4,line,POSTBOP,MEDIUM,George Coleman,4,1,[4|1],1111,1,[1111|1]
5,line,POSTBOP,MEDIUM,George Coleman,1,4,[1|4],1,111,[1|0111]
6,line,POSTBOP,MEDIUM,George Coleman,4,4,[4|4],111,111,[0111|0111]
7,line,POSTBOP,MEDIUM,George Coleman,4,8,[4|8],111,11111011,[0111|11111011]
8,line,POSTBOP,MEDIUM,George Coleman,8,4,[8|4],11111011,1111,[11111011|1111]
9,line,POSTBOP,MEDIUM,George Coleman,4,0,[4|0],1111,0,[1111|0]
1,lick,POSTBOP,MEDIUM,George Coleman,4,4,[4|4],1001,1,[1001|0001]
2,lick,POSTBOP,MEDIUM,George Coleman,4,0,[4|0],1,0,[0001|0]
1,lick,POSTBOP,MEDIUM,George Coleman,4,4,[4|4],1,1100,[0001|1100]
2,lick,POSTBOP,MEDIUM,George Coleman,4,6,[4|6],1100,111,[1100|000111]
3,lick,POSTBOP,MEDIUM,George Coleman,6,1,[6|1],111,1,[000111|1]
4,lick,POSTBOP,MEDIUM,George Coleman,1,7,[1|7],1,1111111,[1|1111111]
5,lick,POSTBOP,MEDIUM,George Coleman,7,1,[7|1],1111111,1,[1111111|1]
6,lick,POSTBOP,MEDIUM,George Coleman,1,0,[1|0],1,0,[1|0]
1,lick,COOL,MEDIUM,Gerry Mulligan,4,2,[4|2],11,11,[0011|11]
2,lick,COOL,MEDIUM,Gerry Mulligan,2,1,[2|1],11,1,[11|1]
3,lick,COOL,MEDIUM,Gerry Mulligan,1,4,[1|4],1,1001,[1|1001]
4,lick,COOL,MEDIUM,Gerry Mulligan,4,1,[4|1],1001,1,[1001|1]
5,lick,COOL,MEDIUM,Gerry Mulligan,1,2,[1|2],1,11,[1|11]
6,lick,COOL,MEDIUM,Gerry Mulligan,2,1,[2|1],11,1,[11|1]
7,lick,COOL,MEDIUM,Gerry Mulligan,1,2,[1|2],1,11,[1|11]
8,lick,COOL,MEDIUM,Gerry Mulligan,2,1,[2|1],11,1,[11|1]
9,lick,COOL,MEDIUM,Gerry Mulligan,1,4,[1|4],1,1001,[1|1001]
10,lick,COOL,MEDIUM,Gerry Mulligan,4,4,[4|4],1001,1,[1001|0001]
11,lick,COOL,MEDIUM,Gerry Mulligan,4,2,[4|2],1,1,[0001|01]
12,lick,COOL,MEDIUM,Gerry Mulligan,2,3,[2|3],1,111,[01|111]
13,lick,COOL,MEDIUM,Gerry Mulligan,3,2,[3|2],111,11,[111|11]
14,lick,COOL,MEDIUM,Gerry Mulligan,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM,Gerry Mulligan,2,3,[2|3],1,111,[01|111]
2,lick,COOL,MEDIUM,Gerry Mulligan,3,2,[3|2],111,11,[111|11]
3,lick,COOL,MEDIUM,Gerry Mulligan,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM,Gerry Mulligan,2,3,[2|3],1,111,[01|111]
2,lick,COOL,MEDIUM,Gerry Mulligan,3,2,[3|2],111,11,[111|11]
3,lick,COOL,MEDIUM,Gerry Mulligan,2,4,[2|4],11,1,[11|0001]
4,lick,COOL,MEDIUM,Gerry Mulligan,4,2,[4|2],1,11,[0001|11]
5,lick,COOL,MEDIUM,Gerry Mulligan,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM,Gerry Mulligan,2,3,[2|3],1,111,[01|111]
2,lick,COOL,MEDIUM,Gerry Mulligan,3,8,[3|8],111,10000101,[111|10000101]
3,lick,COOL,MEDIUM,Gerry Mulligan,8,0,[8|0],10000101,0,[10000101|0]
1,lick,COOL,MEDIUM,Gerry Mulligan,2,1,[2|1],1,1,[01|1]
2,lick,COOL,MEDIUM,Gerry Mulligan,1,2,[1|2],1,1,[1|01]
3,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],1,11,[01|11]
4,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
5,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],11,1,[11|01]
6,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],1,11,[01|11]
7,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
8,lick,COOL,MEDIUM,Gerry Mulligan,2,1,[2|1],11,1,[11|1]
9,lick,COOL,MEDIUM,Gerry Mulligan,1,0,[1|0],1,0,[1|0]
1,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
2,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
3,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
4,lick,COOL,MEDIUM,Gerry Mulligan,2,1,[2|1],11,1,[11|1]
5,lick,COOL,MEDIUM,Gerry Mulligan,1,0,[1|0],1,0,[1|0]
1,lick,COOL,MEDIUM,Gerry Mulligan,2,3,[2|3],1,111,[01|111]
2,lick,COOL,MEDIUM,Gerry Mulligan,3,2,[3|2],111,1,[111|01]
3,lick,COOL,MEDIUM,Gerry Mulligan,2,4,[2|4],1,1001,[01|1001]
4,lick,COOL,MEDIUM,Gerry Mulligan,4,4,[4|4],1001,111,[1001|0111]
5,lick,COOL,MEDIUM,Gerry Mulligan,4,2,[4|2],111,11,[0111|11]
6,lick,COOL,MEDIUM,Gerry Mulligan,2,4,[2|4],11,1,[11|0001]
7,lick,COOL,MEDIUM,Gerry Mulligan,4,2,[4|2],1,11,[0001|11]
8,lick,COOL,MEDIUM,Gerry Mulligan,2,4,[2|4],11,1101,[11|1101]
9,lick,COOL,MEDIUM,Gerry Mulligan,4,0,[4|0],1101,0,[1101|0]
1,lick,COOL,MEDIUM,Gerry Mulligan,8,6,[8|6],1,111,[00000001|000111]
2,lick,COOL,MEDIUM,Gerry Mulligan,6,2,[6|2],111,11,[000111|11]
3,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
4,lick,COOL,MEDIUM,Gerry Mulligan,2,6,[2|6],11,100111,[11|100111]
5,lick,COOL,MEDIUM,Gerry Mulligan,6,2,[6|2],100111,11,[100111|11]
6,lick,COOL,MEDIUM,Gerry Mulligan,2,1,[2|1],11,1,[11|1]
7,lick,COOL,MEDIUM,Gerry Mulligan,1,2,[1|2],1,11,[1|11]
8,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
9,lick,COOL,MEDIUM,Gerry Mulligan,2,2,[2|2],11,11,[11|11]
10,lick,COOL,MEDIUM,Gerry Mulligan,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM,Gerry Mulligan,4,3,[4|3],1111,110,[1111|110]
2,lick,COOL,MEDIUM,Gerry Mulligan,3,0,[3|0],110,0,[110|0]
1,lick,COOL,MEDIUM,Gerry Mulligan,4,4,[4|4],1111,1110,[1111|1110]
