position,mlu,style,tempo,performer,division,division_follower,division_bigram,pattern,follower,bigram
5,line,-,MEDIUM,Cannonball Adderley,2,4,[2|4],11,0111,[11|0111]
6,line,-,MEDIUM,Cannonball Adderley,4,6,[4|6],0111,010111,[0111|010111]
7,line,-,MEDIUM,Cannonball Adderley,6,1,[6|1],010111,1,[010111|1]
8,line,-,MEDIUM,Cannonball Adderley,1,6,[1|6],1,010111,[1|010111]
9,line,-,MEDIUM,Cannonball Adderley,6,4,[6|4],010111,0111,[010111|0111]
10,line,-,MEDIUM,Cannonball Adderley,4,0,[4|0],0111,0,[0111|0]
1,line,-,UP,Wynton Marsalis,1,2,[1|2],1,11,[1|11]
2,line,-,UP,Wynton Marsalis,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Wynton Marsalis,2,4,[2|4],11,0001,[11|0001]
4,line,-,UP,Wynton Marsalis,4,2,[4|2],0001,11,[0001|11]
5,line,-,UP,Wynton Marsalis,2,2,[2|2],11,01,[11|01]
6,line,-,UP,Wynton Marsalis,2,2,[2|2],01,11,[01|11]
7,line,-,UP,Wynton Marsalis,2,3,[2|3],11,111,[11|111]
8,line,-,UP,Wynton Marsalis,3,2,[3|2],111,11,[111|11]
9,line,-,UP,Wynton Marsalis,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Wynton Marsalis,2,4,[2|4],11,0001,[11|0001]
11,line,-,UP,Wynton Marsalis,4,2,[4|2],0001,11,[0001|11]
12,line,-,UP,Wynton Marsalis,2,2,[2|2],11,11,[11|11]
13,line,-,UP,Wynton Marsalis,2,2,[2|2],11,11,[11|11]
14,line,-,UP,Wynton Marsalis,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Don Ellis,4,2,[4|2],0011,01,[0011|01]
2,lick,-,UP,Don Ellis,2,2,[2|2],01,01,[01|01]
3,lick,-,UP,Don Ellis,2,0,[2|0],01,0,[01|0]
1,lick,-,MEDIUM,Miles Davis,2,1,[2|1],11,1,[11|1]
2,lick,-,MEDIUM,Miles Davis,1,1,[1|1],1,1,[1|1]
3,lick,-,MEDIUM,Miles Davis,1,4,[1|4],1,0111,[1|0111]
4,lick,-,MEDIUM,Miles Davis,4,2,[4|2],0111,11,[0111|11]
5,lick,-,MEDIUM,Miles Davis,2,0,[2|0],11,0,[11|0]
1,line,-,UP,Joe Lovano,4,4,[4|4],0001,1100,[0001|1100]
2,line,-,UP,Joe Lovano,4,2,[4|2],1100,11,[1100|11]
3,line,-,UP,Joe Lovano,2,2,[2|2],11,01,[11|01]
4,line,-,UP,Joe Lovano,2,2,[2|2],01,11,[01|11]
5,line,-,UP,Joe Lovano,2,0,[2|0],11,0,[11|0]
1,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
4,line,-,UP,Woody Shaw,2,4,[2|4],11,0011,[11|0011]
5,line,-,UP,Woody Shaw,4,1,[4|1],0011,1,[0011|1]
6,line,-,UP,Woody Shaw,1,2,[1|2],1,11,[1|11]
7,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Woody Shaw,2,4,[2|4],11,0001,[11|0001]
10,line,-,UP,Woody Shaw,4,2,[4|2],0001,11,[0001|11]
11,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
12,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
13,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
14,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
15,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
16,line,-,UP,Woody Shaw,2,0,[2|0],11,0,[11|0]
1,line,-,MEDIUM UP,Woody Shaw,3,3,[3|3],111,111,[111|111]
2,line,-,MEDIUM UP,Woody Shaw,3,1,[3|1],111,1,[111|1]
3,line,-,MEDIUM UP,Woody Shaw,1,2,[1|2],1,01,[1|01]
4,line,-,MEDIUM UP,Woody Shaw,2,4,[2|4],01,1111,[01|1111]
5,line,-,MEDIUM UP,Woody Shaw,4,4,[4|4],1111,1001,[1111|1001]
6,line,-,MEDIUM UP,Woody Shaw,4,1,[4|1],1001,1,[1001|1]
7,line,-,MEDIUM UP,Woody Shaw,1,2,[1|2],1,01,[1|01]
8,line,-,MEDIUM UP,Woody Shaw,2,2,[2|2],01,01,[01|01]
9,line,-,MEDIUM UP,Woody Shaw,2,0,[2|0],01,0,[01|0]
1,lick,-,UP,Sonny Rollins,2,2,[2|2],01,01,[01|01]
2,lick,-,UP,Sonny Rollins,2,2,[2|2],01,11,[01|11]
3,lick,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
4,lick,-,UP,Sonny Rollins,2,2,[2|2],11,01,[11|01]
5,lick,-,UP,Sonny Rollins,2,2,[2|2],01,11,[01|11]
6,lick,-,UP,Sonny Rollins,2,1,[2|1],11,1,[11|1]
7,lick,-,UP,Sonny Rollins,1,4,[1|4],1,1001,[1|1001]
8,lick,-,UP,Sonny Rollins,4,2,[4|2],1001,11,[1001|11]
9,lick,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
10,lick,-,UP,Sonny Rollins,2,2,[2|2],11,01,[11|01]
11,lick,-,UP,Sonny Rollins,2,2,[2|2],01,11,[01|11]
12,lick,-,UP,Sonny Rollins,2,1,[2|1],11,1,[11|1]
13,lick,-,UP,Sonny Rollins,1,2,[1|2],1,11,[1|11]
14,lick,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
15,lick,-,UP,Sonny Rollins,2,4,[2|4],11,1001,[11|1001]
16,lick,-,UP,Sonny Rollins,4,2,[4|2],1001,11,[1001|11]
17,lick,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
18,lick,-,UP,Sonny Rollins,2,2,[2|2],11,01,[11|01]
19,lick,-,UP,Sonny Rollins,2,2,[2|2],01,11,[01|11]
20,lick,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
21,lick,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
22,lick,-,UP,Sonny Rollins,2,4,[2|4],11,1101,[11|1101]
23,lick,-,UP,Sonny Rollins,4,4,[4|4],1101,1001,[1101|1001]
24,lick,-,UP,Sonny Rollins,4,2,[4|2],1001,11,[1001|11]
25,lick,-,UP,Sonny Rollins,2,2,[2|2],11,01,[11|01]
26,lick,-,UP,Sonny Rollins,2,2,[2|2],01,01,[01|01]
27,lick,-,UP,Sonny Rollins,2,2,[2|2],01,11,[01|11]
28,lick,-,UP,Sonny Rollins,2,4,[2|4],11,1011,[11|1011]
29,lick,-,UP,Sonny Rollins,4,2,[4|2],1011,11,[1011|11]
30,lick,-,UP,Sonny Rollins,2,4,[2|4],11,1100,[11|1100]
31,lick,-,UP,Sonny Rollins,4,1,[4|1],1100,1,[1100|1]
32,lick,-,UP,Sonny Rollins,1,1,[1|1],1,1,[1|1]
33,lick,-,UP,Sonny Rollins,1,4,[1|4],1,1110,[1|1110]
34,lick,-,UP,Sonny Rollins,4,2,[4|2],1110,11,[1110|11]
35,lick,-,UP,Sonny Rollins,2,2,[2|2],11,01,[11|01]
36,lick,-,UP,Sonny Rollins,2,2,[2|2],01,01,[01|01]
37,lick,-,UP,Sonny Rollins,2,1,[2|1],01,1,[01|1]
38,lick,-,UP,Sonny Rollins,1,0,[1|0],1,0,[1|0]
1,line,-,UP,Bob Berg,2,2,[2|2],11,01,[11|01]
2,line,-,UP,Bob Berg,2,2,[2|2],01,01,[01|01]
3,line,-,UP,Bob Berg,2,2,[2|2],01,11,[01|11]
4,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Bob Berg,2,3,[2|3],11,110,[11|110]
6,line,-,UP,Bob Berg,3,4,[3|4],110,1001,[110|1001]
7,line,-,UP,Bob Berg,4,4,[4|4],1001,1011,[1001|1011]
8,line,-,UP,Bob Berg,4,2,[4|2],1011,01,[1011|01]
9,line,-,UP,Bob Berg,2,2,[2|2],01,11,[01|11]
10,line,-,UP,Bob Berg,2,3,[2|3],11,011,[11|011]
11,line,-,UP,Bob Berg,3,2,[3|2],011,11,[011|11]
12,line,-,UP,Bob Berg,2,4,[2|4],11,1011,[11|1011]
13,line,-,UP,Bob Berg,4,4,[4|4],1011,1011,[1011|1011]
14,line,-,UP,Bob Berg,4,0,[4|0],1011,0,[1011|0]
1,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Michael Brecker,2,3,[2|3],11,111,[11|111]
4,line,-,UP,Michael Brecker,3,4,[3|4],111,1111,[111|1111]
5,line,-,UP,Michael Brecker,4,2,[4|2],1111,01,[1111|01]
6,line,-,UP,Michael Brecker,2,2,[2|2],01,11,[01|11]
7,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Michael Brecker,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM UP,Chet Baker,2,2,[2|2],11,11,[11|11]
2,lick,-,MEDIUM UP,Chet Baker,2,2,[2|2],11,01,[11|01]
3,lick,-,MEDIUM UP,Chet Baker,2,1,[2|1],01,1,[01|1]
4,lick,-,MEDIUM UP,Chet Baker,1,2,[1|2],1,11,[1|11]
5,lick,-,MEDIUM UP,Chet Baker,2,1,[2|1],11,1,[11|1]
6,lick,-,MEDIUM UP,Chet Baker,1,2,[1|2],1,11,[1|11]
7,lick,-,MEDIUM UP,Chet Baker,2,2,[2|2],11,01,[11|01]
8,lick,-,MEDIUM UP,Chet Baker,2,2,[2|2],01,01,[01|01]
9,lick,-,MEDIUM UP,Chet Baker,2,0,[2|0],01,0,[01|0]
1,lick,-,MEDIUM UP,Lee Morgan,2,1,[2|1],11,1,[11|1]
2,lick,-,MEDIUM UP,Lee Morgan,1,2,[1|2],1,01,[1|01]
3,lick,-,MEDIUM UP,Lee Morgan,2,2,[2|2],01,11,[01|11]
4,lick,-,MEDIUM UP,Lee Morgan,2,2,[2|2],11,01,[11|01]
5,lick,-,MEDIUM UP,Lee Morgan,2,6,[2|6],01,111100,[01|111100]
6,lick,-,MEDIUM UP,Lee Morgan,6,2,[6|2],111100,01,[111100|01]
7,lick,-,MEDIUM UP,Lee Morgan,2,4,[2|4],01,0011,[01|0011]
8,lick,-,MEDIUM UP,Lee Morgan,4,2,[4|2],0011,11,[0011|11]
9,lick,-,MEDIUM UP,Lee Morgan,2,4,[2|4],11,0001,[11|0001]
10,lick,-,MEDIUM UP,Lee Morgan,4,1,[4|1],0001,1,[0001|1]
11,lick,-,MEDIUM UP,Lee Morgan,1,4,[1|4],1,1110,[1|1110]
12,lick,-,MEDIUM UP,Lee Morgan,4,0,[4|0],1110,0,[1110|0]
1,lick,-,MEDIUM SLOW,Steve Lacy,2,1,[2|1],01,1,[01|1]
2,lick,-,MEDIUM SLOW,Steve Lacy,1,3,[1|3],1,011,[1|011]
3,lick,-,MEDIUM SLOW,Steve Lacy,3,6,[3|6],011,000001,[011|000001]
4,lick,-,MEDIUM SLOW,Steve Lacy,6,3,[6|3],000001,111,[000001|111]
5,lick,-,MEDIUM SLOW,Steve Lacy,3,1,[3|1],111,1,[111|1]
6,lick,-,MEDIUM SLOW,Steve Lacy,1,0,[1|0],1,0,[1|0]
1,lick,-,MEDIUM UP,Hank Mobley,1,1,[1|1],1,1,[1|1]
2,lick,-,MEDIUM UP,Hank Mobley,1,1,[1|1],1,1,[1|1]
3,lick,-,MEDIUM UP,Hank Mobley,1,4,[1|4],1,1101,[1|1101]
4,lick,-,MEDIUM UP,Hank Mobley,4,4,[4|4],1101,1001,[1101|1001]
5,lick,-,MEDIUM UP,Hank Mobley,4,4,[4|4],1001,0111,[1001|0111]
6,lick,-,MEDIUM UP,Hank Mobley,4,2,[4|2],0111,11,[0111|11]
7,lick,-,MEDIUM UP,Hank Mobley,2,0,[2|0],11,0,[11|0]
1,line,-,UP,Charlie Parker,2,2,[2|2],01,01,[01|01]
2,line,-,UP,Charlie Parker,2,4,[2|4],01,0001,[01|0001]
3,line,-,UP,Charlie Parker,4,4,[4|4],0001,0011,[0001|0011]
4,line,-,UP,Charlie Parker,4,2,[4|2],0011,11,[0011|11]
5,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Charlie Parker,2,3,[2|3],11,111,[11|111]
7,line,-,UP,Charlie Parker,3,2,[3|2],111,11,[111|11]
8,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Charlie Parker,2,0,[2|0],11,0,[11|0]
1,line,-,UP,Joe Henderson,4,2,[4|2],1101,11,[1101|11]
2,line,-,UP,Joe Henderson,2,2,[2|2],11,01,[11|01]
3,line,-,UP,Joe Henderson,2,2,[2|2],01,01,[01|01]
4,line,-,UP,Joe Henderson,2,2,[2|2],01,01,[01|01]
5,line,-,UP,Joe Henderson,2,2,[2|2],01,11,[01|11]
6,line,-,UP,Joe Henderson,2,0,[2|0],11,0,[11|0]
1,line,-,UP,Dexter Gordon,2,1,[2|1],01,1,[01|1]
2,line,-,UP,Dexter Gordon,1,2,[1|2],1,11,[1|11]
3,line,-,UP,Dexter Gordon,2,2,[2|2],11,01,[11|01]
4,line,-,UP,Dexter Gordon,2,2,[2|2],01,11,[01|11]
5,line,-,UP,Dexter Gordon,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Dexter Gordon,2,2,[2|2],11,11,[11|11]
7,line,-,UP,Dexter Gordon,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Dexter Gordon,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Dexter Gordon,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM,Bob Berg,3,0,[3|0],011,0,[011|0]
1,line,-,UP,Charlie Parker,2,4,[2|4],11,1011,[11|1011]
2,line,-,UP,Charlie Parker,4,4,[4|4],1011,1101,[1011|1101]
3,line,-,UP,Charlie Parker,4,4,[4|4],1101,0111,[1101|0111]
4,line,-,UP,Charlie Parker,4,4,[4|4],0111,1001,[0111|1001]
5,line,-,UP,Charlie Parker,4,3,[4|3],1001,111,[1001|111]
6,line,-,UP,Charlie Parker,3,2,[3|2],111,11,[111|11]
7,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Charlie Parker,2,4,[2|4],11,1001,[11|1001]
9,line,-,UP,Charlie Parker,4,2,[4|2],1001,11,[1001|11]
10,line,-,UP,Charlie Parker,2,1,[2|1],11,1,[11|1]
11,line,-,UP,Charlie Parker,1,2,[1|2],1,11,[1|11]
12,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
13,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
14,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
15,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
16,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
17,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
18,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
19,line,-,UP,Charlie Parker,2,2,[2|2],11,11,[11|11]
20,line,-,UP,Charlie Parker,2,2,[2|2],11,01,[11|01]
21,line,-,UP,Charlie Parker,2,2,[2|2],01,11,[01|11]
22,line,-,UP,Charlie Parker,2,4,[2|4],11,1001,[11|1001]
23,line,-,UP,Charlie Parker,4,0,[4|0],1001,0,[1001|0]
1,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Bob Berg,2,4,[2|4],11,1011,[11|1011]
4,line,-,UP,Bob Berg,4,4,[4|4],1011,1001,[1011|1001]
5,line,-,UP,Bob Berg,4,3,[4|3],1001,111,[1001|111]
6,line,-,UP,Bob Berg,3,1,[3|1],111,1,[111|1]
7,line,-,UP,Bob Berg,1,2,[1|2],1,11,[1|11]
8,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
11,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
12,line,-,UP,Bob Berg,2,2,[2|2],11,01,[11|01]
13,line,-,UP,Bob Berg,2,1,[2|1],01,1,[01|1]
14,line,-,UP,Bob Berg,1,4,[1|4],1,1101,[1|1101]
15,line,-,UP,Bob Berg,4,2,[4|2],1101,11,[1101|11]
16,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
17,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
18,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
19,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
20,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
21,line,-,UP,Bob Berg,2,2,[2|2],11,11,[11|11]
22,line,-,UP,Bob Berg,2,2,[2|2],11,01,[11|01]
23,line,-,UP,Bob Berg,2,0,[2|0],01,0,[01|0]
1,line,-,UP,John Coltrane,2,4,[2|4],11,1111,[11|1111]
2,line,-,UP,John Coltrane,4,2,[4|2],1111,11,[1111|11]
3,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
4,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
5,line,-,UP,John Coltrane,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,John Coltrane,3,2,[3|2],011,11,[011|11]
2,lick,-,UP,John Coltrane,2,3,[2|3],11,011,[11|011]
3,lick,-,UP,John Coltrane,3,0,[3|0],011,0,[011|0]
1,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
4,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
7,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
11,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
12,line,-,UP,Red Garland,2,1,[2|1],11,1,[11|1]
13,line,-,UP,Red Garland,1,2,[1|2],1,11,[1|11]
14,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
15,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
16,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
17,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
18,line,-,UP,Red Garland,2,3,[2|3],11,111,[11|111]
19,line,-,UP,Red Garland,3,1,[3|1],111,1,[111|1]
20,line,-,UP,Red Garland,1,2,[1|2],1,11,[1|11]
21,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
22,line,-,UP,Red Garland,2,2,[2|2],11,11,[11|11]
23,line,-,UP,Red Garland,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM,Pat Metheny,2,4,[2|4],11,0111,[11|0111]
2,lick,-,MEDIUM,Pat Metheny,4,4,[4|4],0111,0111,[0111|0111]
3,lick,-,MEDIUM,Pat Metheny,4,2,[4|2],0111,11,[0111|11]
4,lick,-,MEDIUM,Pat Metheny,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,John Coltrane,2,2,[2|2],11,01,[11|01]
2,lick,-,UP,John Coltrane,2,2,[2|2],01,11,[01|11]
3,lick,-,UP,John Coltrane,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM,John Coltrane,4,4,[4|4],1110,1111,[1110|1111]
2,lick,-,MEDIUM,John Coltrane,4,8,[4|8],1111,11111110,[1111|11111110]
3,lick,-,MEDIUM,John Coltrane,8,4,[8|4],11111110,0111,[11111110|0111]
4,lick,-,MEDIUM,John Coltrane,4,6,[4|6],0111,101111,[0111|101111]
5,lick,-,MEDIUM,John Coltrane,6,4,[6|4],101111,1011,[101111|1011]
6,lick,-,MEDIUM,John Coltrane,4,0,[4|0],1011,0,[1011|0]
1,line,-,UP,John Coltrane,4,2,[4|2],0011,11,[0011|11]
2,line,-,UP,John Coltrane,2,2,[2|2],11,01,[11|01]
3,line,-,UP,John Coltrane,2,2,[2|2],01,01,[01|01]
4,line,-,UP,John Coltrane,2,0,[2|0],01,0,[01|0]
1,line,-,UP,Wynton Marsalis,2,2,[2|2],01,11,[01|11]
2,line,-,UP,Wynton Marsalis,2,1,[2|1],11,1,[11|1]
3,line,-,UP,Wynton Marsalis,1,1,[1|1],1,1,[1|1]
4,line,-,UP,Wynton Marsalis,1,4,[1|4],1,1101,[1|1101]
5,line,-,UP,Wynton Marsalis,4,4,[4|4],1101,1101,[1101|1101]
6,line,-,UP,Wynton Marsalis,4,2,[4|2],1101,11,[1101|11]
7,line,-,UP,Wynton Marsalis,2,4,[2|4],11,1001,[11|1001]
8,line,-,UP,Wynton Marsalis,4,2,[4|2],1001,11,[1001|11]
9,line,-,UP,Wynton Marsalis,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Wynton Marsalis,2,4,[2|4],11,0001,[11|0001]
11,line,-,UP,Wynton Marsalis,4,2,[4|2],0001,11,[0001|11]
12,line,-,UP,Wynton Marsalis,2,1,[2|1],11,1,[11|1]
13,line,-,UP,Wynton Marsalis,1,2,[1|2],1,11,[1|11]
14,line,-,UP,Wynton Marsalis,2,3,[2|3],11,011,[11|011]
15,line,-,UP,Wynton Marsalis,3,4,[3|4],011,0001,[011|0001]
16,line,-,UP,Wynton Marsalis,4,2,[4|2],0001,01,[0001|01]
17,line,-,UP,Wynton Marsalis,2,1,[2|1],01,1,[01|1]
18,line,-,UP,Wynton Marsalis,1,1,[1|1],1,1,[1|1]
19,line,-,UP,Wynton Marsalis,1,2,[1|2],1,11,[1|11]
20,line,-,UP,Wynton Marsalis,2,2,[2|2],11,11,[11|11]
21,line,-,UP,Wynton Marsalis,2,2,[2|2],11,11,[11|11]
22,line,-,UP,Wynton Marsalis,2,2,[2|2],11,01,[11|01]
23,line,-,UP,Wynton Marsalis,2,2,[2|2],01,11,[01|11]
24,line,-,UP,Wynton Marsalis,2,2,[2|2],11,11,[11|11]
25,line,-,UP,Wynton Marsalis,2,4,[2|4],11,1101,[11|1101]
26,line,-,UP,Wynton Marsalis,4,0,[4|0],1101,0,[1101|0]
1,lick,-,MEDIUM UP,Art Pepper,1,2,[1|2],1,01,[1|01]
2,lick,-,MEDIUM UP,Art Pepper,2,1,[2|1],01,1,[01|1]
3,lick,-,MEDIUM UP,Art Pepper,1,1,[1|1],1,1,[1|1]
4,lick,-,MEDIUM UP,Art Pepper,1,2,[1|2],1,01,[1|01]
5,lick,-,MEDIUM UP,Art Pepper,2,1,[2|1],01,1,[01|1]
6,lick,-,MEDIUM UP,Art Pepper,1,6,[1|6],1,000001,[1|000001]
7,lick,-,MEDIUM UP,Art Pepper,6,1,[6|1],000001,1,[000001|1]
8,lick,-,MEDIUM UP,Art Pepper,1,4,[1|4],1,1001,[1|1001]
9,lick,-,MEDIUM UP,Art Pepper,4,2,[4|2],1001,11,[1001|11]
10,lick,-,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Dizzy Gillespie,2,2,[2|2],01,11,[01|11]
2,lick,-,UP,Dizzy Gillespie,2,1,[2|1],11,1,[11|1]
3,lick,-,UP,Dizzy Gillespie,1,1,[1|1],1,1,[1|1]
4,lick,-,UP,Dizzy Gillespie,1,1,[1|1],1,1,[1|1]
5,lick,-,UP,Dizzy Gillespie,1,1,[1|1],1,1,[1|1]
6,lick,-,UP,Dizzy Gillespie,1,2,[1|2],1,01,[1|01]
7,lick,-,UP,Dizzy Gillespie,2,4,[2|4],01,0001,[01|0001]
8,lick,-,UP,Dizzy Gillespie,4,4,[4|4],0001,1111,[0001|1111]
9,lick,-,UP,Dizzy Gillespie,4,6,[4|6],1111,011110,[1111|011110]
10,lick,-,UP,Dizzy Gillespie,6,6,[6|6],011110,111110,[011110|111110]
11,lick,-,UP,Dizzy Gillespie,6,4,[6|4],111110,0001,[111110|0001]
12,lick,-,UP,Dizzy Gillespie,4,0,[4|0],0001,0,[0001|0]
1,line,-,UP,Joe Henderson,4,1,[4|1],0001,1,[0001|1]
2,line,-,UP,Joe Henderson,1,2,[1|2],1,11,[1|11]
3,line,-,UP,Joe Henderson,2,1,[2|1],11,1,[11|1]
4,line,-,UP,Joe Henderson,1,2,[1|2],1,11,[1|11]
5,line,-,UP,Joe Henderson,2,4,[2|4],11,1111,[11|1111]
6,line,-,UP,Joe Henderson,4,0,[4|0],1111,0,[1111|0]
1,line,-,MEDIUM,Sonny Rollins,4,5,[4|5],0111,10111,[0111|10111]
2,line,-,MEDIUM,Sonny Rollins,5,4,[5|4],10111,0001,[10111|0001]
3,line,-,MEDIUM,Sonny Rollins,4,6,[4|6],0001,010001,[0001|010001]
4,line,-,MEDIUM,Sonny Rollins,6,4,[6|4],010001,1111,[010001|1111]
5,line,-,MEDIUM,Sonny Rollins,4,0,[4|0],1111,0,[1111|0]
1,lick,-,MEDIUM UP,Sonny Stitt,4,6,[4|6],0111,011011,[0111|011011]
2,lick,-,MEDIUM UP,Sonny Stitt,6,4,[6|4],011011,0111,[011011|0111]
3,lick,-,MEDIUM UP,Sonny Stitt,4,4,[4|4],0111,0110,[0111|0110]
4,lick,-,MEDIUM UP,Sonny Stitt,4,4,[4|4],0110,1111,[0110|1111]
5,lick,-,MEDIUM UP,Sonny Stitt,4,6,[4|6],1111,000001,[1111|000001]
6,lick,-,MEDIUM UP,Sonny Stitt,6,4,[6|4],000001,1111,[000001|1111]
7,lick,-,MEDIUM UP,Sonny Stitt,4,3,[4|3],1111,110,[1111|110]
8,lick,-,MEDIUM UP,Sonny Stitt,3,0,[3|0],110,0,[110|0]
1,line,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1110,1011,[1110|1011]
2,line,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1011,0001,[1011|0001]
3,line,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],0001,0111,[0001|0111]
4,line,-,MEDIUM SLOW,Steve Coleman,4,1,[4|1],0111,1,[0111|1]
5,line,-,MEDIUM SLOW,Steve Coleman,1,4,[1|4],1,0111,[1|0111]
6,line,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],0111,1111,[0111|1111]
7,line,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1111,[1111|1111]
8,line,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1011,[1111|1011]
9,line,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1011,0011,[1011|0011]
10,line,-,MEDIUM SLOW,Steve Coleman,4,2,[4|2],0011,11,[0011|11]
11,line,-,MEDIUM SLOW,Steve Coleman,2,4,[2|4],11,1011,[11|1011]
12,line,-,MEDIUM SLOW,Steve Coleman,4,6,[4|6],1011,100101,[1011|100101]
13,line,-,MEDIUM SLOW,Steve Coleman,6,2,[6|2],100101,11,[100101|11]
14,line,-,MEDIUM SLOW,Steve Coleman,2,4,[2|4],11,1111,[11|1111]
15,line,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1111,[1111|1111]
16,line,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1111,[1111|1111]
